Full date (TH),% change,A1,A2,A3,A4,A5,A6,A7,A8,A9,A0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B0,Label
5/3/1989,-0.03%,Apr,Mar,Jun,May,May,Apr,Dec,Feb,Dec,Dec,Sep,Nov,Dec,Jan,May,Nov,Aug,Dec,Oct,May,0
5/4/1989,0.30%,Apr,Mar,Jun,May,May,Apr,Dec,Feb,Dec,Dec,Sep,Mar,Dec,Jan,Jun,Nov,Aug,Dec,Oct,May,0
5/5/1989,-0.09%,Apr,Apr,Jun,May,May,Apr,Dec,Feb,Dec,Dec,Oct,Jul,Jan,Jan,Jun,Nov,Aug,Dec,Oct,May,0
5/6/1989,-0.67%,Apr,Apr,Jun,May,May,Apr,Dec,Feb,Dec,Dec,Oct,Dec,Jan,Jan,Jun,Dec,Aug,Dec,Oct,May,0
5/9/1989,0.68%,Apr,Jun,Jun,May,May,May,Dec,Feb,Dec,Dec,Nov,Dec,Jan,Jan,Jun,Jan,Aug,Nov,Sep,May,0
5/10/1989,-0.57%,Apr,Jun,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Nov,Apr,Jan,Dec,Jun,Jan,Aug,Nov,Sep,May,0
5/11/1989,0.29%,Apr,Jul,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Nov,Aug,Feb,Dec,Jun,Feb,Aug,Nov,Sep,May,0
5/12/1989,0.30%,Apr,Jul,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Dec,Dec,Feb,Dec,Jun,Feb,Aug,Nov,Sep,May,0
5/13/1989,-0.28%,Apr,Aug,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Dec,Apr,Feb,Dec,Jun,Feb,Aug,Nov,Sep,May,0
5/16/1989,-0.93%,May,Sep,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Jan,Mar,Mar,Nov,Jun,Mar,Aug,Nov,Aug,May,0
5/17/1989,0.19%,May,Sep,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Jan,Jul,Mar,Nov,Jun,Apr,Aug,Nov,Aug,May,0
5/18/1989,-0.69%,May,Oct,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Jan,Oct,Mar,Nov,Jul,Apr,Aug,Nov,Aug,May,0
5/19/1989,-0.51%,May,Oct,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Feb,Feb,Mar,Nov,Jul,Apr,Aug,Nov,Aug,May,0
5/20/1989,-1.22%,May,Oct,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Feb,Jun,Mar,Oct,Jul,May,Aug,Nov,Jul,May,-1
5/23/1989,-1.57%,May,Dec,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Mar,May,Apr,Oct,Jul,Jun,Aug,Nov,Jul,May,-1
5/24/1989,1.32%,May,Dec,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Mar,Sep,Apr,Oct,Jul,Jun,Aug,Nov,Jul,May,1
5/25/1989,-0.82%,May,Jan,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Mar,Jan,Apr,Oct,Jul,Jul,Aug,Nov,Jul,May,0
5/26/1989,0.58%,May,Jan,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Apr,May,Apr,Oct,Jul,Jul,Aug,Nov,Jul,May,0
5/27/1989,0.61%,May,Jan,Jun,Apr,May,May,Dec,Feb,Dec,Dec,Apr,Sep,May,Oct,Jul,Jul,Aug,Nov,Jun,May,0
5/30/1989,0.00%,May,Mar,Jun,Apr,May,May,Dec,Feb,Dec,Dec,May,Sep,May,Nov,Jul,Aug,Aug,Nov,Jun,May,0
5/31/1989,-1.01%,May,Mar,Jun,Apr,May,May,Dec,Feb,Dec,Dec,May,Feb,May,Nov,Jul,Sep,Aug,Nov,Jun,May,-1
6/1/1989,-0.08%,May,Apr,Jun,Apr,May,May,Dec,Feb,Dec,Dec,May,Jun,May,Nov,Aug,Sep,Aug,Nov,Jun,May,0
6/2/1989,-0.11%,May,Apr,Jun,Apr,May,Jun,Dec,Feb,Dec,Dec,Jun,Oct,Jun,Nov,Aug,Oct,Aug,Nov,May,May,0
6/3/1989,0.03%,May,May,Jun,Apr,May,Jun,Dec,Feb,Dec,Dec,Jun,Mar,Jun,Nov,Aug,Oct,Aug,Nov,May,May,0
6/6/1989,1.02%,May,Jun,Jun,Apr,May,Jun,Dec,Feb,Dec,Dec,Jul,Mar,Jun,Dec,Aug,Nov,Aug,Nov,May,May,1
6/7/1989,-0.08%,May,Jul,Jun,May,May,Jun,Dec,Feb,Dec,Dec,Jul,Jul,Jun,Jan,Aug,Nov,Aug,Nov,May,May,0
6/8/1989,2.55%,May,Jul,Jul,May,May,Jun,Dec,Feb,Dec,Dec,Jul,Nov,Jul,Jan,Aug,Dec,Aug,Nov,Apr,May,1
6/9/1989,0.08%,May,Jul,Jul,May,May,Jun,Dec,Feb,Dec,Dec,Aug,Mar,Jul,Jan,Aug,Dec,Aug,Nov,Apr,May,0
6/10/1989,-1.67%,May,Aug,Jul,May,May,Jun,Dec,Feb,Dec,Dec,Aug,Jul,Jul,Feb,Aug,Dec,Aug,Nov,Apr,May,-1
6/13/1989,-2.27%,May,Sep,Jul,May,May,Jun,Dec,Feb,Dec,Dec,Sep,Jun,Aug,Mar,Aug,Feb,Aug,Nov,Apr,May,-1
6/14/1989,-0.33%,May,Sep,Jul,May,May,Jun,Dec,Feb,Dec,Dec,Sep,Sep,Aug,Mar,Aug,Feb,Aug,Nov,Apr,May,0
6/15/1989,0.67%,Jun,Oct,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Apr,Jan,Aug,Apr,Sep,Feb,Aug,Nov,Mar,May,0
6/16/1989,0.11%,Jun,Oct,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Oct,May,Aug,Apr,Sep,Mar,Aug,Nov,Mar,May,0
6/17/1989,1.07%,Jun,Nov,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Oct,Aug,Aug,May,Sep,Mar,Aug,Nov,Mar,May,1
6/20/1989,-0.26%,Jun,Dec,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Nov,Aug,Sep,Jun,Sep,Apr,Aug,Nov,Mar,May,0
6/21/1989,0.60%,Jun,Dec,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Nov,Nov,Sep,Jul,Sep,Apr,Aug,Nov,Feb,May,0
6/22/1989,-0.19%,Jun,Jan,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Nov,Mar,Sep,Jul,Sep,May,Jul,Nov,Feb,May,0
6/23/1989,1.05%,Jun,Jan,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Dec,Jul,Oct,Jul,Sep,May,Jul,Nov,Feb,May,1
6/24/1989,0.07%,Jun,Feb,Jul,May,May,Jun,Dec,Feb,Nov,Dec,Dec,Dec,Oct,Aug,Sep,Jun,Jul,Nov,Feb,May,0
6/27/1989,1.27%,Jun,Mar,Jul,Jun,May,Jul,Dec,Feb,Nov,Dec,Jan,Dec,Oct,Oct,Sep,Jul,Jul,Nov,Jan,May,1
6/28/1989,0.41%,Jun,Apr,Jul,Jun,May,Jul,Dec,Feb,Nov,Dec,Jan,May,Oct,Oct,Sep,Jul,Jul,Nov,Jan,May,0
6/29/1989,-0.66%,Jun,Apr,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Jan,Sep,Nov,Nov,Oct,Jul,Jul,Nov,Jan,May,0
6/30/1989,0.68%,Jun,May,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Feb,Jan,Nov,Nov,Oct,Aug,Jul,Nov,Jan,May,0
7/1/1989,-0.88%,Jun,May,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Feb,May,Nov,Dec,Oct,Aug,Jul,Nov,Jan,May,0
7/4/1989,0.40%,Jun,Jun,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Mar,Jun,Dec,Jan,Oct,Sep,Jul,Nov,Dec,May,0
7/5/1989,0.47%,Jun,Jul,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Mar,Oct,Dec,Feb,Oct,Oct,Jul,Nov,Dec,May,0
7/6/1989,1.95%,Jun,Jul,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Mar,Feb,Dec,Mar,Oct,Oct,Jul,Nov,Dec,May,1
7/7/1989,0.50%,Jun,Aug,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Apr,May,Dec,Mar,Oct,Oct,Jul,Nov,Dec,May,0
7/8/1989,-0.51%,Jun,Aug,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,Apr,Sep,Dec,Apr,Oct,Nov,Jul,Nov,Dec,May,0
7/11/1989,-0.08%,Jun,Sep,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,May,Aug,Jan,May,Oct,Dec,Jul,Oct,Nov,May,0
7/12/1989,-1.17%,Jun,Oct,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,May,Dec,Jan,Jun,Nov,Dec,Jul,Oct,Nov,May,-1
7/13/1989,0.26%,Jun,Oct,Jul,Jun,Jun,Jul,Dec,Feb,Nov,Dec,May,Mar,Jan,Jun,Nov,Jan,Jul,Oct,Nov,May,0
7/14/1989,-1.05%,Jun,Nov,Jul,Jul,Jun,Jul,Dec,Feb,Nov,Dec,Jun,Jul,Feb,Jul,Nov,Jan,Jul,Oct,Nov,May,-1
7/15/1989,-1.32%,Jun,Nov,Jul,Jul,Jun,Jul,Dec,Feb,Nov,Dec,Jun,Nov,Feb,Aug,Nov,Jan,Jul,Oct,Nov,May,-1
7/18/1989,-0.05%,Jul,Dec,Jul,Jul,Jun,Jul,Dec,Feb,Nov,Dec,Jul,Oct,Feb,Sep,Nov,Feb,Jul,Oct,Oct,May,0
7/19/1989,0.30%,Jul,Jan,Jul,Jul,Jun,Jul,Dec,Feb,Nov,Dec,Jul,Feb,Feb,Oct,Nov,Mar,Jul,Oct,Oct,May,0
7/20/1989,-0.27%,Jul,Jan,Jul,Jul,Jun,Jul,Dec,Feb,Nov,Dec,Jul,Jun,Mar,Oct,Nov,Mar,Jul,Oct,Oct,May,0
7/21/1989,0.09%,Jul,Feb,Jul,Jul,Jun,Jul,Dec,Feb,Nov,Dec,Aug,Oct,Mar,Nov,Nov,Mar,Jul,Oct,Oct,May,0
7/22/1989,0.36%,Jul,Feb,Jul,Jul,Jun,Aug,Dec,Feb,Nov,Dec,Aug,Feb,Mar,Dec,Nov,Apr,Jul,Oct,Sep,May,0
7/25/1989,-0.12%,Jul,Mar,Aug,Jul,Jun,Aug,Dec,Feb,Nov,Dec,Sep,Mar,Apr,Jan,Nov,May,Jul,Oct,Sep,May,0
7/26/1989,-0.19%,Jul,Apr,Aug,Jul,Jun,Aug,Dec,Feb,Nov,Dec,Sep,Jul,Apr,Feb,Nov,May,Jul,Oct,Sep,May,0
7/27/1989,0.28%,Jul,Apr,Aug,Jul,Jun,Aug,Dec,Feb,Nov,Dec,Sep,Dec,Apr,Feb,Nov,May,Jul,Oct,Sep,May,0
7/28/1989,0.50%,Jul,May,Aug,Jul,Jun,Aug,Dec,Feb,Nov,Dec,Oct,Apr,Apr,Mar,Dec,Jun,Jul,Oct,Sep,May,0
7/29/1989,-1.19%,Jul,May,Aug,Jul,Jun,Aug,Dec,Feb,Nov,Dec,Oct,Aug,Apr,Mar,Dec,Jun,Jul,Oct,Aug,May,-1
8/1/1989,-0.38%,Jul,Jul,Aug,Aug,Jun,Aug,Dec,Feb,Nov,Dec,Nov,Aug,May,May,Dec,Jul,Jul,Oct,Aug,May,0
8/2/1989,0.19%,Jul,Jul,Aug,Aug,Jun,Aug,Dec,Feb,Nov,Dec,Nov,Dec,May,May,Dec,Aug,Jul,Oct,Aug,May,0
8/3/1989,0.20%,Jul,Aug,Aug,Aug,Jun,Aug,Dec,Feb,Nov,Dec,Nov,Apr,May,Jun,Dec,Aug,Jul,Oct,Aug,May,0
8/4/1989,-0.14%,Jul,Aug,Aug,Aug,Jun,Aug,Dec,Feb,Nov,Dec,Dec,Aug,May,Jun,Dec,Aug,Jul,Oct,Jul,May,0
8/5/1989,0.34%,Jul,Aug,Aug,Aug,Jun,Aug,Dec,Feb,Nov,Dec,Dec,Dec,Jun,Jul,Dec,Sep,Jul,Oct,Jul,May,0
8/8/1989,-1.19%,Jul,Oct,Aug,Aug,Jun,Aug,Dec,Feb,Nov,Dec,Jan,Nov,Jun,Aug,Dec,Oct,Jun,Oct,Jul,Apr,-1
8/9/1989,-0.05%,Jul,Oct,Aug,Aug,Jun,Aug,Dec,Feb,Nov,Dec,Jan,Feb,Jun,Sep,Dec,Oct,Jun,Oct,Jul,Apr,0
8/10/1989,-0.36%,Jul,Oct,Aug,Aug,Jun,Aug,Dec,Feb,Oct,Dec,Jan,Jun,Jul,Sep,Dec,Oct,Jun,Oct,Jun,Apr,0
8/11/1989,0.34%,Jul,Nov,Aug,Aug,Jun,Aug,Dec,Feb,Oct,Dec,Feb,Oct,Jul,Oct,Dec,Nov,Jun,Oct,Jun,Apr,0
8/12/1989,-1.08%,Jul,Nov,Aug,Aug,Jun,Aug,Dec,Feb,Oct,Dec,Feb,Jan,Jul,Oct,Jan,Nov,Jun,Oct,Jun,Apr,-1
8/15/1989,0.39%,Jul,Jan,Aug,Aug,Jun,Aug,Dec,Feb,Oct,Dec,Mar,Jan,Aug,Nov,Jan,Dec,Jun,Oct,Jun,Apr,0
8/16/1989,0.77%,Jul,Jan,Aug,Aug,Jun,Sep,Dec,Feb,Oct,Dec,Mar,May,Aug,Nov,Jan,Jan,Jun,Oct,Jun,Apr,0
8/17/1989,0.41%,Jul,Jan,Aug,Aug,Jun,Sep,Dec,Feb,Oct,Dec,Mar,Sep,Aug,Dec,Jan,Jan,Jun,Oct,May,Apr,0
8/18/1989,-0.73%,Aug,Feb,Aug,Aug,Jun,Sep,Dec,Feb,Oct,Dec,Apr,Jan,Aug,Dec,Jan,Jan,Jun,Oct,May,Apr,0
8/19/1989,0.37%,Aug,Feb,Aug,Aug,Jun,Sep,Dec,Feb,Oct,Dec,Apr,May,Aug,Dec,Jan,Feb,Jun,Oct,May,Apr,0
8/22/1989,-0.10%,Aug,Apr,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,May,Jun,Sep,Jan,Jan,Mar,Jun,Oct,May,Apr,0
8/23/1989,0.14%,Aug,Apr,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,May,Oct,Sep,Jan,Jan,Mar,Jun,Oct,Apr,Apr,0
8/24/1989,-0.05%,Aug,May,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,May,Feb,Sep,Jan,Jan,Apr,Jun,Oct,Apr,Apr,0
8/25/1989,-1.09%,Aug,May,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Jun,Jul,Sep,Feb,Jan,Apr,Jun,Oct,Apr,Apr,-1
8/26/1989,-0.48%,Aug,Jun,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Jun,Nov,Oct,Feb,Jan,Apr,Jun,Oct,Apr,Apr,0
8/29/1989,0.00%,Aug,Jul,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Jul,Nov,Oct,Feb,Jan,May,Jun,Oct,Mar,Apr,0
8/30/1989,-0.18%,Aug,Jul,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Jul,Mar,Oct,Feb,Jan,Jun,Jun,Oct,Mar,Apr,0
8/31/1989,0.44%,Aug,Aug,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Jul,Jul,Nov,Feb,Jan,Jun,Jun,Oct,Mar,Apr,0
9/1/1989,-0.44%,Aug,Aug,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Aug,Nov,Nov,Feb,Feb,Jul,Jun,Oct,Mar,Apr,0
9/2/1989,-0.11%,Aug,Sep,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Aug,Feb,Nov,Feb,Feb,Jul,Jun,Oct,Mar,Apr,0
9/5/1989,-0.15%,Aug,Oct,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Sep,Jan,Dec,Jan,Feb,Aug,Jun,Oct,Feb,Apr,0
9/6/1989,-0.08%,Aug,Oct,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Sep,May,Dec,Jan,Feb,Aug,Jun,Oct,Feb,Apr,0
9/7/1989,0.46%,Aug,Nov,Aug,Sep,Jun,Sep,Dec,Feb,Oct,Dec,Oct,Sep,Dec,Jan,Feb,Sep,Jun,Oct,Feb,Apr,0
9/8/1989,-0.28%,Aug,Nov,Aug,Aug,Jun,Sep,Dec,Feb,Oct,Dec,Oct,Dec,Dec,Dec,Feb,Sep,Jun,Oct,Feb,Apr,0
9/9/1989,0.11%,Aug,Dec,Aug,Aug,Jun,Sep,Dec,Feb,Oct,Dec,Oct,Apr,Dec,Dec,Feb,Sep,Jun,Oct,Feb,Apr,0
9/12/1989,-0.35%,Aug,Jan,Sep,Aug,Jun,Oct,Dec,Feb,Oct,Dec,Nov,Mar,Jan,Nov,Feb,Oct,Jun,Apr,Jan,Apr,0
9/13/1989,0.07%,Aug,Jan,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Nov,Aug,Jan,Nov,Feb,Nov,Jun,Sep,Jan,May,0
9/14/1989,-0.03%,Aug,Feb,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Dec,Dec,Jan,Nov,Feb,Nov,Jun,Sep,Jan,May,0
9/15/1989,0.84%,Aug,Feb,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Dec,Apr,Feb,Nov,Feb,Nov,Jun,Sep,Jan,May,0
9/16/1989,-1.59%,Aug,Mar,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Dec,Aug,Feb,Oct,Feb,Dec,Jun,Sep,Jan,May,-1
9/19/1989,1.11%,Sep,Apr,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Jan,Sep,Feb,Oct,Feb,Jan,Jun,Sep,Dec,May,1
9/20/1989,0.26%,Sep,May,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Jan,Jan,Mar,Oct,Feb,Jan,Jun,Sep,Dec,May,0
9/21/1989,0.58%,Sep,May,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Feb,May,Mar,Oct,Feb,Jan,Jun,Sep,Dec,May,0
9/22/1989,0.01%,Sep,Jun,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Feb,Oct,Mar,Oct,Feb,Feb,Jun,Sep,Dec,May,0
9/23/1989,0.58%,Sep,Jun,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Feb,Feb,Mar,Oct,Feb,Feb,Jun,Sep,Nov,May,0
9/26/1989,0.67%,Sep,Jul,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Mar,Feb,Apr,Nov,Mar,Mar,Jun,Sep,Nov,May,0
9/27/1989,0.18%,Sep,Aug,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Mar,Jun,Apr,Nov,Mar,Apr,Jun,Sep,Nov,May,0
9/28/1989,0.27%,Sep,Aug,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Apr,Sep,Apr,Nov,Mar,Apr,Jun,Sep,Nov,May,0
9/29/1989,-0.68%,Sep,Sep,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Apr,Jan,Apr,Nov,Mar,Apr,Jun,Sep,Nov,May,0
9/30/1989,0.00%,Sep,Sep,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,Apr,May,May,Nov,Mar,May,Jun,Sep,Oct,May,0
10/3/1989,0.00%,Sep,Oct,Sep,Aug,Jun,Oct,Dec,Jan,Oct,Dec,May,Apr,May,Dec,Mar,Jun,Jun,Sep,Oct,May,0
10/4/1989,-0.27%,Sep,Nov,Sep,Sep,Jun,Oct,Dec,Jan,Oct,Dec,May,Jul,May,Jan,Mar,Jun,Jun,Sep,Oct,May,0
10/5/1989,0.14%,Sep,Nov,Sep,Sep,Jun,Nov,Dec,Jan,Oct,Dec,Jun,Nov,May,Jan,Mar,Jul,Jun,Sep,Oct,May,0
10/6/1989,0.05%,Sep,Nov,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Jun,Mar,Jun,Jan,Mar,Jul,Jun,Sep,Sep,May,0
10/7/1989,-0.87%,Sep,Dec,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Jun,Jul,Jun,Feb,Mar,Jul,Jun,Sep,Sep,May,0
10/10/1989,-0.03%,Sep,Jan,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Jul,Jun,Jun,Mar,Mar,Aug,Jul,Sep,Sep,May,0
10/11/1989,-0.28%,Sep,Feb,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Jul,Oct,Jul,Mar,Mar,Sep,Jul,Sep,Sep,May,0
10/12/1989,-0.23%,Sep,Feb,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Aug,Feb,Jul,Apr,Mar,Sep,Jul,Sep,Aug,May,0
10/13/1989,0.58%,Sep,Mar,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Aug,Jul,Jul,Apr,Mar,Oct,Jul,Sep,Aug,May,0
10/14/1989,0.01%,Sep,Mar,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Aug,Nov,Jul,May,Mar,Oct,Jul,Sep,Aug,May,0
10/17/1989,1.43%,Sep,Apr,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Sep,Dec,Aug,Jun,Mar,Nov,Jul,Sep,Aug,May,1
10/18/1989,-0.48%,Oct,May,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Oct,Apr,Aug,Jun,Mar,Nov,Jul,Sep,Jul,May,0
10/19/1989,0.50%,Oct,May,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Oct,Aug,Aug,Jul,Mar,Dec,Jul,Sep,Jul,May,0
10/20/1989,0.03%,Oct,Jun,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Oct,Dec,Aug,Jul,Mar,Dec,Jul,Sep,Jul,May,0
10/21/1989,-0.80%,Oct,Jun,Sep,Sep,Jun,Nov,Dec,Jan,Sep,Dec,Oct,Apr,Sep,Aug,Mar,Dec,Jul,Sep,Jul,May,0
10/24/1989,-0.04%,Oct,Aug,Sep,Oct,Jun,Nov,Dec,Jan,Sep,Dec,Nov,Apr,Sep,Oct,Mar,Jan,Jul,Sep,Jul,May,0
10/25/1989,0.30%,Oct,Aug,Sep,Oct,Jun,Nov,Dec,Jan,Sep,Dec,Dec,Aug,Sep,Oct,Mar,Feb,Jul,Sep,Jun,May,0
10/26/1989,0.56%,Oct,Aug,Oct,Oct,Jun,Nov,Dec,Jan,Sep,Dec,Dec,Dec,Oct,Nov,Mar,Feb,Jul,Sep,Jun,May,0
10/27/1989,-0.01%,Oct,Sep,Oct,Oct,Jun,Nov,Dec,Jan,Sep,Dec,Dec,Apr,Oct,Nov,Mar,Feb,Jul,Sep,Jun,May,0
10/28/1989,1.09%,Oct,Sep,Oct,Oct,Jun,Nov,Dec,Jan,Sep,Dec,Jan,Jul,Oct,Dec,Mar,Feb,Jul,Sep,Jun,May,1
10/31/1989,1.18%,Oct,Oct,Oct,Oct,Jun,Nov,Dec,Jan,Sep,Dec,Jan,Jun,Nov,Jan,Mar,Mar,Jul,Sep,May,May,1
11/1/1989,-0.45%,Oct,Nov,Oct,Oct,Jun,Dec,Dec,Jan,Sep,Dec,Feb,Oct,Nov,Feb,Mar,Apr,Jul,Sep,May,May,0
11/2/1989,-0.60%,Oct,Nov,Oct,Oct,Jun,Dec,Dec,Jan,Sep,Dec,Feb,Feb,Nov,Feb,Mar,Apr,Jul,Sep,May,May,0
11/3/1989,0.32%,Oct,Dec,Oct,Oct,Jun,Dec,Dec,Jan,Sep,Dec,Feb,May,Nov,Mar,Mar,Apr,Jul,Sep,May,May,0
11/4/1989,1.67%,Oct,Dec,Oct,Oct,Jun,Dec,Dec,Jan,Sep,Dec,Mar,Sep,Nov,Mar,Mar,May,Jul,Sep,May,May,1
11/7/1989,-0.20%,Oct,Jan,Oct,Oct,Jun,Dec,Dec,Jan,Sep,Dec,Apr,Sep,Dec,May,Mar,May,Jul,Sep,Apr,May,0
11/8/1989,1.15%,Oct,Feb,Oct,Oct,Jun,Dec,Dec,Jan,Sep,Dec,Apr,Jan,Dec,May,Mar,Jun,Jul,Sep,Apr,May,1
11/9/1989,-0.23%,Oct,Feb,Oct,Oct,Jun,Dec,Dec,Jan,Sep,Dec,Apr,May,Dec,Jun,Mar,Jun,Jul,Sep,Apr,May,0
11/10/1989,1.02%,Oct,Mar,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Apr,Sep,Jan,Jul,Mar,Jun,Jul,Sep,Apr,May,1
11/11/1989,-0.45%,Oct,Mar,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,May,Feb,Jan,Jul,Mar,Jul,Jul,Sep,Apr,May,0
11/14/1989,1.34%,Oct,May,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Jun,Feb,Feb,Sep,Mar,Aug,Jul,Aug,Mar,May,1
11/15/1989,-0.58%,Oct,May,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Jun,Jul,Feb,Sep,Mar,Aug,Jul,Aug,Mar,May,0
11/16/1989,0.81%,Oct,Jun,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Jun,Nov,Feb,Oct,Mar,Aug,Jul,Aug,Mar,May,0
11/17/1989,0.00%,Nov,Jun,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Jul,Mar,Feb,Oct,Mar,Aug,Jul,Aug,Mar,May,0
11/18/1989,0.15%,Nov,Jul,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Jul,Jul,Feb,Nov,Mar,Sep,Jul,Aug,Mar,May,0
11/21/1989,0.74%,Nov,Aug,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Aug,Jul,Mar,Dec,Mar,Oct,Aug,Aug,Feb,May,0
11/22/1989,1.04%,Nov,Aug,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Aug,Nov,Mar,Jan,Mar,Oct,Aug,Aug,Feb,May,1
11/23/1989,2.73%,Nov,Sep,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Aug,Mar,Mar,Jan,Mar,Oct,Aug,Aug,Feb,May,1
11/24/1989,0.40%,Nov,Sep,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Sep,Jun,Apr,Feb,Mar,Nov,Aug,Aug,Feb,May,0
11/25/1989,1.03%,Nov,Oct,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Sep,Oct,Apr,Feb,Mar,Nov,Aug,Aug,Jan,May,1
11/28/1989,-0.49%,Nov,Nov,Oct,Nov,Jun,Dec,Dec,Jan,Sep,Dec,Oct,Sep,Apr,Mar,Mar,Dec,Aug,Aug,Jan,May,0
11/29/1989,-0.97%,Nov,Nov,Oct,Dec,Jun,Dec,Dec,Jan,Sep,Dec,Oct,Jan,May,Apr,Mar,Dec,Aug,Aug,Jan,May,0
11/30/1989,0.09%,Nov,Dec,Oct,Dec,Jun,Jan,Dec,Jan,Sep,Dec,Nov,Apr,May,Apr,Mar,Jan,Aug,Aug,Jan,May,0
12/1/1989,-0.48%,Nov,Dec,Oct,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Nov,Aug,May,May,Mar,Jan,Aug,Aug,Dec,May,0
